case_id,dni,edad,provincia,antiguedad_domicilio_meses,situacion_laboral,antiguedad_laboral_meses,ingresos_mensuales,score_crediticio,deuda_total,cantidad_deudas,cheques_rechazados,tipo_siniestro,frecuencia_siniestros_ultimo_anio,monto_reclamado,repite_domicilio,repite_telefono,cambio_aseguradora_frecuente,denuncia_tardia,siniestro_cerca_vencimiento,testigo_repetido,inconsistencia_ingresos_vs_deuda,inconsistencia_laboral,datos_incompletos,mes_siniestro,trimestre_siniestro,dia_semana_siniestro,fin_de_semana_siniestro,requiere_revision,nivel_riesgo,fraude,split
CASE-00819,28728165,47,salta,41,autonomo,12,447196,664,309078,2,0,lesiones,2,130954,0,1,0,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00348,43929031,49,santa fe,49,empleado,11,205282,589,98494,4,3,auto,0,249719,0,0,0,1,0,0,0,0,0,2,1,6,1,0,bajo,0,train_balanced
CASE-00832,24719242,49,neuquen,75,empleado,16,212324,722,141028,0,1,robo,1,257930,0,0,0,1,0,0,0,0,0,5,2,3,0,0,bajo,0,train_balanced
CASE-00206,38868041,27,santa fe,20,empleado,69,273223,523,502868,4,0,robo,0,91753,1,0,0,0,0,0,0,0,0,9,3,0,0,0,bajo,0,train_balanced
CASE-00008,24301754,39,santa fe,64,empleado,70,134165,608,276213,6,2,hogar,0,23982,1,0,0,0,0,0,0,0,0,3,1,2,0,0,bajo,0,train_balanced
CASE-00697,26495883,24,buenos aires,46,empleado,61,329071,576,173434,0,0,robo,0,133344,0,0,1,0,0,0,0,0,0,3,1,2,0,0,bajo,0,train_balanced
CASE-00342,25371704,57,mendoza,67,autonomo,36,519949,662,548735,1,0,comercio,0,388124,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00431,25645916,35,buenos aires,46,empleado,48,225573,572,169565,1,1,hogar,1,168556,0,0,0,0,0,0,0,0,0,12,4,3,0,0,bajo,0,train_balanced
CASE-00007,37464192,56,buenos aires,48,monotributista,9,230268,535,142180,0,1,auto,1,387814,0,0,0,0,0,0,0,0,0,5,2,0,0,0,bajo,0,train_balanced
CASE-00969,32859593,45,neuquen,28,empleado,50,246609,443,453725,1,1,hogar,1,292928,0,0,0,0,0,0,0,0,0,3,1,3,0,0,bajo,0,train_balanced
CASE-00289,39578545,31,caba,34,autonomo,13,62454,812,110260,3,1,lesiones,0,135500,0,0,0,0,0,0,0,0,0,9,3,3,0,0,bajo,0,train_balanced
CASE-00208,36068491,39,buenos aires,51,autonomo,11,381195,652,764845,0,0,comercio,0,258670,0,0,0,0,0,0,0,0,0,2,1,4,0,0,bajo,0,train_balanced
CASE-00399,37234198,39,mendoza,28,monotributista,27,71674,744,150805,2,0,lesiones,1,167202,0,1,0,0,0,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00394,20988807,41,caba,23,monotributista,21,122183,704,124148,1,0,comercio,2,246879,0,0,0,0,0,0,0,0,0,2,1,2,0,0,bajo,0,train_balanced
CASE-00044,25282379,37,caba,18,autonomo,9,364863,576,248854,2,0,hogar,1,711185,0,1,0,0,1,0,0,0,0,2,1,6,1,0,bajo,0,train_balanced
CASE-00351,22375093,37,cordoba,16,autonomo,48,481814,448,726839,0,1,hogar,2,97831,0,0,0,0,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00668,32512612,19,salta,29,desempleado,1,78509,602,156731,0,0,comercio,0,209394,0,0,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00174,36310714,45,cordoba,73,autonomo,11,374014,808,710160,2,1,lesiones,1,306601,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00593,31244467,38,caba,115,autonomo,13,228041,386,374914,1,1,auto,0,88383,0,0,0,0,0,0,0,0,0,7,3,4,0,0,bajo,0,train_balanced
CASE-00513,28927516,24,neuquen,48,empleado,70,198721,688,0,0,0,robo,0,92303,0,0,0,0,0,0,0,0,0,3,1,4,0,0,bajo,0,train_balanced
CASE-00155,27359055,48,buenos aires,46,empleado,77,173541,695,136496,1,0,comercio,0,118481,0,0,0,0,0,0,0,0,0,6,2,3,0,0,bajo,0,train_balanced
CASE-00132,27981512,61,cordoba,75,empleado,55,275573,515,901263,0,1,auto,0,520314,0,0,0,0,0,0,1,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00472,25807290,40,neuquen,132,autonomo,74,392368,736,907870,2,0,robo,0,761613,1,0,0,0,0,0,0,0,0,5,2,3,0,0,bajo,0,train_balanced
CASE-00241,44743689,36,salta,54,monotributista,30,114932,647,157347,0,2,hogar,1,215171,0,0,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00128,26119922,53,santa fe,41,empleado,17,202865,577,283312,1,0,auto,0,131360,0,0,0,0,0,0,0,0,0,5,2,1,0,0,bajo,0,train_balanced
CASE-00566,25411582,29,tucuman,23,empleado,115,237575,583,566727,3,0,hogar,1,187992,0,0,0,0,0,0,0,0,0,10,4,6,1,0,bajo,0,train_balanced
CASE-00603,31618997,37,salta,31,autonomo,29,455528,574,382282,1,0,robo,0,43701,0,0,0,0,0,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00659,33564112,36,buenos aires,44,monotributista,25,180423,728,227701,1,0,lesiones,2,172822,0,0,0,0,0,0,0,0,0,9,3,0,0,0,bajo,0,train_balanced
CASE-00586,25794182,26,santa fe,24,desempleado,4,54124,614,21960,1,1,comercio,0,267759,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00131,30356675,34,neuquen,80,desempleado,3,40823,741,26451,1,1,comercio,1,127488,0,0,0,0,0,0,0,0,0,12,4,3,0,0,bajo,0,train_balanced
CASE-00462,42120449,28,salta,14,monotributista,20,166168,439,462225,1,0,auto,1,275135,0,0,0,1,0,0,1,0,0,8,3,1,0,1,medio,0,train_balanced
CASE-00862,40852955,37,neuquen,13,autonomo,24,337240,592,384872,2,0,auto,0,39446,0,0,0,0,0,0,0,0,0,6,2,4,0,0,bajo,0,train_balanced
CASE-00120,21761369,47,neuquen,46,desempleado,3,127349,582,157670,2,0,hogar,2,71405,1,0,0,0,0,0,0,0,0,12,4,0,0,0,bajo,0,train_balanced
CASE-00755,45534323,53,santa fe,9,autonomo,12,304086,772,289358,0,1,comercio,0,194642,0,0,0,0,0,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00777,36184524,47,buenos aires,55,monotributista,22,241844,568,49134,3,2,auto,1,157442,0,1,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00048,45227191,45,mendoza,19,monotributista,27,132007,579,65414,1,1,hogar,0,161296,0,0,0,0,1,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00255,29231261,30,caba,54,monotributista,6,139764,572,55018,1,2,robo,0,274194,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00305,23561669,42,salta,55,monotributista,21,162483,605,340425,2,0,lesiones,0,144526,0,0,1,0,0,0,0,0,0,8,3,4,0,0,bajo,0,train_balanced
CASE-00618,28748118,18,mendoza,58,empleado,63,225957,841,0,1,0,comercio,2,122200,0,0,0,1,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00053,35560243,21,santa fe,83,empleado,36,125893,471,302249,3,2,hogar,0,50204,0,0,0,1,0,0,0,0,0,2,1,4,0,0,bajo,0,train_balanced
CASE-00145,24537454,34,tucuman,19,autonomo,16,291143,700,94466,2,0,auto,0,183824,0,0,0,1,0,0,0,0,1,11,4,0,0,1,medio,0,train_balanced
CASE-00488,31480487,42,salta,68,empleado,71,167342,466,243529,1,1,hogar,0,52078,0,0,1,0,0,0,0,0,0,8,3,2,0,0,bajo,0,train_balanced
CASE-00997,42643441,52,mendoza,63,monotributista,12,122014,581,268539,3,0,auto,1,767151,0,0,0,0,0,0,0,0,0,8,3,6,1,0,bajo,0,train_balanced
CASE-00530,29622068,19,caba,25,empleado,40,330106,503,247642,3,1,lesiones,2,142984,0,0,0,0,0,0,0,0,0,6,2,1,0,0,bajo,0,train_balanced
CASE-00768,44217706,35,tucuman,83,empleado,50,280176,771,45974,1,1,hogar,0,106713,0,0,0,0,0,0,0,0,1,1,1,3,0,1,medio,0,train_balanced
CASE-00423,23772093,31,caba,28,desempleado,4,133111,640,206552,0,2,robo,4,300312,0,0,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00970,46528623,28,salta,24,empleado,28,223764,658,334010,2,3,hogar,1,146769,0,1,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00376,28938770,50,santa fe,49,empleado,57,354267,583,357762,3,0,comercio,1,129516,1,0,0,0,0,0,0,0,0,6,2,5,1,0,bajo,0,train_balanced
CASE-00577,31762730,48,tucuman,48,monotributista,46,150135,425,77323,1,1,hogar,1,122006,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00859,24746326,36,santa fe,96,empleado,15,289308,662,527296,1,0,auto,1,26884,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00001,45019896,44,caba,44,autonomo,23,247220,670,496779,1,2,auto,0,120661,0,0,0,0,0,0,0,0,0,11,4,5,1,0,bajo,0,train_balanced
CASE-00607,28110910,40,tucuman,21,autonomo,14,92502,731,48631,0,1,robo,0,292790,0,0,0,0,0,0,0,0,0,3,1,5,1,0,bajo,0,train_balanced
CASE-00744,24703544,49,buenos aires,72,desempleado,10,79702,576,125798,2,1,lesiones,1,197133,0,0,0,0,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00249,37181686,55,neuquen,70,autonomo,50,483576,797,538166,0,0,hogar,1,360052,0,0,0,0,0,0,0,0,0,1,1,0,0,0,bajo,0,train_balanced
CASE-00019,23196340,48,caba,31,desempleado,3,116211,656,0,2,1,robo,1,205545,0,0,0,0,0,0,0,0,0,3,1,1,0,0,bajo,0,train_balanced
CASE-00098,32651235,37,neuquen,27,desempleado,15,101306,698,15021,5,2,hogar,1,106494,0,0,0,0,0,0,0,0,0,7,3,4,0,0,bajo,0,train_balanced
CASE-00124,45963407,42,mendoza,46,monotributista,11,83158,709,0,2,0,lesiones,0,520466,1,0,0,0,0,0,0,0,0,6,2,2,0,0,bajo,0,train_balanced
CASE-00401,43232550,38,mendoza,100,empleado,61,231269,731,378897,3,1,lesiones,1,268654,0,0,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00828,40543643,25,caba,72,desempleado,12,102468,417,271474,2,1,auto,0,121193,0,0,0,0,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00463,21142252,34,tucuman,84,monotributista,7,262249,631,104182,5,0,lesiones,1,846355,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00477,41326009,29,neuquen,65,monotributista,29,92844,691,176268,3,0,comercio,1,98724,0,0,0,0,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00109,46612074,30,santa fe,26,empleado,95,202927,576,266943,6,1,hogar,1,158131,0,0,0,0,0,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00626,22486973,38,santa fe,57,empleado,78,269043,715,503874,1,0,lesiones,0,104893,0,0,0,0,0,0,0,0,0,7,3,0,0,0,bajo,0,train_balanced
CASE-00338,29037451,49,neuquen,112,empleado,68,270040,733,513798,2,1,lesiones,0,82570,0,0,0,0,1,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00643,34533084,53,buenos aires,57,empleado,37,171983,433,5095,3,0,auto,0,83189,0,0,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00315,36747076,46,caba,28,empleado,76,279326,492,120627,2,1,lesiones,0,165962,0,0,0,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00344,23488271,23,tucuman,28,desempleado,0,130420,844,132697,0,1,lesiones,0,176910,0,1,0,0,0,0,0,0,0,10,4,1,0,0,bajo,0,train_balanced
CASE-00641,41100318,49,caba,79,monotributista,18,151053,649,168427,3,1,auto,1,51004,0,0,0,0,0,1,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00905,29331651,29,neuquen,71,empleado,29,139402,574,78387,1,0,auto,0,176479,0,1,0,0,0,0,0,0,0,9,3,6,1,0,bajo,0,train_balanced
CASE-00948,23616446,21,tucuman,58,empleado,19,312858,640,593329,2,0,robo,0,106980,0,0,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00151,44136875,37,santa fe,60,empleado,33,56176,735,46782,0,0,robo,0,188889,0,0,0,0,0,0,0,0,0,11,4,2,0,0,bajo,0,train_balanced
CASE-00913,38246577,42,tucuman,56,autonomo,34,524203,637,455427,1,1,comercio,0,136058,0,0,0,0,0,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00473,37765710,55,tucuman,40,autonomo,19,263426,748,381804,4,0,comercio,1,160639,0,0,0,0,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00517,30505434,60,mendoza,11,autonomo,9,275058,647,163399,1,1,hogar,0,457191,0,0,0,0,0,0,0,0,0,12,4,6,1,0,bajo,0,train_balanced
CASE-00006,26314127,31,salta,43,empleado,73,320448,632,451963,0,0,auto,1,31306,0,0,0,0,0,0,0,0,0,12,4,4,0,0,bajo,0,train_balanced
CASE-00207,20377224,26,buenos aires,86,desempleado,3,127557,780,231105,0,0,lesiones,2,170485,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00104,41306491,49,tucuman,48,monotributista,13,197054,792,40050,1,0,lesiones,0,147975,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00909,30302298,63,santa fe,14,monotributista,10,245468,581,218238,1,0,robo,0,121116,0,0,0,0,0,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00350,38916679,27,caba,15,empleado,56,314681,724,268112,1,0,comercio,1,174071,0,0,1,0,0,0,0,0,0,5,2,5,1,0,bajo,0,train_balanced
CASE-00866,29431153,40,cordoba,50,empleado,37,191032,888,421343,0,1,hogar,0,64152,0,0,0,1,0,0,0,0,0,5,2,5,1,0,bajo,0,train_balanced
CASE-00772,29187745,50,caba,42,desempleado,1,99789,467,129958,1,1,robo,0,499783,0,0,0,0,1,0,0,0,0,6,2,6,1,1,medio,0,train_balanced
CASE-00164,43943492,34,buenos aires,17,empleado,21,521878,893,488840,2,0,auto,1,167088,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00663,25716555,34,tucuman,97,empleado,27,184000,495,198836,2,0,auto,1,1205710,0,0,0,0,0,0,0,0,1,5,2,2,0,1,medio,0,train_balanced
CASE-00177,21717479,18,buenos aires,39,empleado,93,262458,902,377777,1,0,robo,0,109116,0,0,0,0,0,0,0,0,0,6,2,1,0,0,bajo,0,train_balanced
CASE-00552,41336433,37,cordoba,15,autonomo,19,262520,664,0,6,0,lesiones,1,371704,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00729,40382797,43,cordoba,36,empleado,46,181982,570,496407,1,0,comercio,0,58534,0,0,0,0,0,0,1,0,0,2,1,0,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00479,25118037,46,caba,37,empleado,101,252343,644,213790,1,1,hogar,0,124274,0,0,0,0,0,0,0,0,0,12,4,4,0,0,bajo,0,train_balanced
CASE-00620,27436019,44,caba,42,desempleado,0,48295,692,70985,1,0,comercio,0,121255,0,0,0,0,0,0,0,0,0,8,3,4,0,0,bajo,0,train_balanced
CASE-00419,24807971,50,tucuman,41,autonomo,69,446674,735,0,2,0,lesiones,0,78311,0,0,0,0,0,1,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00953,22876959,38,buenos aires,42,autonomo,15,436154,514,960738,1,1,hogar,0,66432,0,0,0,0,0,0,0,0,0,1,1,3,0,0,bajo,0,train_balanced
CASE-00469,32666716,45,neuquen,56,empleado,23,370320,700,349310,2,0,auto,1,44728,0,0,0,0,0,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00483,32432518,48,neuquen,27,autonomo,51,89013,875,150316,2,1,hogar,2,78700,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00232,33812133,35,cordoba,18,empleado,60,460195,653,409038,1,1,auto,1,445953,0,0,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00971,33227697,30,santa fe,18,autonomo,46,301096,529,350947,1,1,auto,2,633601,0,0,0,0,0,0,0,0,0,1,1,6,1,0,bajo,0,train_balanced
CASE-00702,44394282,22,caba,90,desempleado,6,56576,507,81049,0,0,auto,2,67300,0,0,0,0,0,0,0,0,0,8,3,3,0,0,bajo,0,train_balanced
CASE-00757,24968217,24,buenos aires,21,empleado,102,227908,727,0,2,0,lesiones,2,244773,0,0,0,0,0,0,0,0,0,9,3,0,0,0,bajo,0,train_balanced
CASE-00039,30569320,41,mendoza,91,empleado,92,173917,578,91541,0,4,comercio,0,413752,0,0,0,0,0,0,0,0,0,5,2,2,0,0,bajo,0,train_balanced
CASE-00707,29473339,49,cordoba,41,empleado,86,264062,670,442463,0,1,auto,3,284706,0,1,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00471,34948057,22,cordoba,116,empleado,42,228275,582,418864,2,0,auto,0,128858,0,1,0,0,0,0,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00673,22227883,28,neuquen,13,desempleado,4,117237,613,672,2,0,robo,4,593885,0,0,0,0,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00654,22626961,46,buenos aires,114,desempleado,1,119652,782,100262,3,1,auto,0,204835,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00495,20131235,18,cordoba,61,empleado,48,324350,596,223495,3,0,hogar,3,337584,0,0,0,1,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00849,26997922,35,tucuman,185,monotributista,19,246573,941,742577,2,0,lesiones,1,76034,0,0,0,0,0,0,1,0,0,7,3,6,1,0,bajo,0,train_balanced
CASE-00704,34632977,31,buenos aires,43,desempleado,8,55798,557,95097,2,0,lesiones,0,480073,0,0,0,0,0,0,0,0,0,11,4,3,0,0,bajo,0,train_balanced
CASE-00932,45130233,41,buenos aires,16,monotributista,44,143094,577,174125,1,1,robo,0,85070,0,0,0,0,0,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00974,27897838,23,tucuman,15,desempleado,3,175356,694,201722,3,1,lesiones,1,283357,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00453,43462711,20,mendoza,53,autonomo,10,418409,689,445978,0,0,robo,1,189594,0,0,0,0,0,0,0,0,0,3,1,1,0,0,bajo,0,train_balanced
CASE-00377,45591965,37,salta,60,autonomo,4,340341,778,927286,2,0,lesiones,1,158581,0,0,0,0,0,0,0,0,0,12,4,3,0,0,bajo,0,train_balanced
CASE-00610,31762424,55,caba,53,monotributista,43,57160,631,0,2,0,auto,4,157928,0,0,0,0,1,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00245,46088053,48,neuquen,53,empleado,37,175271,725,80473,3,1,hogar,1,792341,0,1,0,0,0,0,0,0,0,12,4,0,0,0,bajo,0,train_balanced
CASE-00575,45405022,44,caba,100,desempleado,4,100121,598,138992,1,0,auto,1,184348,0,0,0,0,0,0,0,0,0,8,3,6,1,0,bajo,0,train_balanced
CASE-00716,23339335,41,tucuman,52,monotributista,36,198797,510,0,0,0,comercio,1,436139,0,1,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00158,30533405,42,caba,18,empleado,66,321763,477,481959,1,0,auto,0,423159,0,0,0,0,0,0,0,0,0,7,3,4,0,0,bajo,0,train_balanced
CASE-00829,38549034,27,tucuman,113,empleado,75,156048,563,101158,2,0,robo,1,214282,0,1,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00379,40025496,21,salta,72,autonomo,15,376994,827,0,3,1,robo,0,519957,0,0,0,0,0,0,0,0,0,8,3,1,0,0,bajo,0,train_balanced
CASE-00021,21631107,52,mendoza,112,empleado,80,47369,855,40883,3,2,auto,0,261732,0,0,0,0,0,0,0,0,0,3,1,0,0,0,bajo,0,train_balanced
CASE-00094,26472652,40,santa fe,68,empleado,52,77343,603,54312,2,0,auto,0,142266,0,0,0,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00228,39744597,38,caba,88,monotributista,25,185882,666,0,3,1,robo,0,48370,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00311,32192062,22,salta,104,autonomo,4,175920,582,355225,2,1,robo,0,466917,0,0,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00253,29694535,34,neuquen,36,empleado,96,201190,375,0,2,0,hogar,1,82965,0,0,0,0,0,0,0,0,0,1,1,3,0,0,bajo,0,train_balanced
CASE-00194,28077813,22,tucuman,26,empleado,25,298700,696,686216,0,2,robo,0,453819,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00983,20413725,36,tucuman,27,desempleado,27,103208,686,122703,0,0,comercio,1,155648,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00292,26439519,47,santa fe,82,empleado,64,229845,394,641893,1,0,auto,1,232463,0,0,0,0,0,0,1,0,0,2,1,5,1,1,medio,0,train_balanced
CASE-00456,43512834,40,neuquen,21,autonomo,22,188763,504,137659,3,0,robo,1,335702,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00553,28050379,49,caba,20,empleado,49,133781,734,75962,1,1,lesiones,0,391677,1,0,0,0,1,0,0,0,0,9,3,3,0,0,bajo,0,train_balanced
CASE-00930,29795053,40,santa fe,36,monotributista,18,184771,683,349766,0,2,comercio,0,390752,0,0,0,0,0,0,0,0,0,9,3,6,1,0,bajo,0,train_balanced
CASE-00947,32025312,58,caba,155,desempleado,7,60971,598,48334,4,1,lesiones,0,427657,0,0,0,0,0,0,0,0,0,1,1,6,1,0,bajo,0,train_balanced
CASE-00635,28789215,45,caba,88,empleado,22,248296,763,0,1,1,comercio,0,372081,0,0,0,0,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00412,24412176,39,neuquen,49,desempleado,3,129436,474,104743,3,0,robo,0,458452,0,0,0,0,0,0,0,0,0,10,4,1,0,0,bajo,0,train_balanced
CASE-00186,33115037,32,mendoza,42,empleado,42,328174,479,169478,2,2,hogar,2,183939,0,0,0,1,0,0,0,0,0,9,3,2,0,0,bajo,0,train_balanced
CASE-00484,30543086,49,mendoza,125,empleado,37,215800,645,151365,1,1,auto,0,72723,0,0,0,0,1,0,0,0,0,11,4,6,1,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00888,35735120,52,tucuman,88,monotributista,32,186490,677,331943,1,1,comercio,0,436158,0,0,0,0,0,0,0,0,0,6,2,6,1,0,bajo,0,train_balanced
CASE-00585,34411087,18,caba,19,desempleado,4,140204,701,258571,3,1,lesiones,0,424635,0,0,0,0,0,0,0,0,0,11,4,5,1,0,bajo,0,train_balanced
CASE-00761,44346319,18,caba,206,monotributista,3,226113,593,570220,2,0,hogar,1,580039,0,0,0,0,0,0,0,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00461,40665655,35,salta,18,autonomo,23,266682,484,333070,2,0,hogar,1,353985,0,0,1,0,0,0,0,0,0,12,4,3,0,0,bajo,0,train_balanced
CASE-00276,43601341,43,tucuman,25,empleado,76,202033,551,237529,1,0,lesiones,4,118223,0,0,0,0,0,0,0,0,1,9,3,0,0,1,medio,0,train_balanced
CASE-00354,27180096,66,mendoza,21,autonomo,41,247305,764,567040,3,3,auto,1,323861,0,0,0,0,0,0,0,0,0,12,4,0,0,0,bajo,0,train_balanced
CASE-00392,30121576,29,santa fe,66,empleado,13,132102,626,12328,1,0,robo,0,282295,0,0,0,0,0,0,0,0,0,10,4,4,0,0,bajo,0,train_balanced
CASE-00796,43864731,30,neuquen,26,autonomo,4,276457,463,367347,0,1,auto,0,604718,0,0,0,0,0,0,0,0,0,12,4,4,0,0,bajo,0,train_balanced
CASE-00981,33624119,53,salta,8,empleado,54,303509,613,728988,2,0,robo,0,131780,1,0,0,0,0,0,0,0,0,2,1,6,1,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00346,33799570,36,neuquen,63,autonomo,9,675390,601,382798,1,0,robo,2,226310,0,0,0,1,0,0,0,0,0,10,4,2,0,0,bajo,0,train_balanced
CASE-00886,36606673,33,cordoba,47,autonomo,50,364801,534,1163548,2,1,hogar,0,317821,0,0,0,0,0,0,1,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00398,42501390,63,cordoba,67,empleado,37,96599,766,97382,0,1,robo,1,184794,0,1,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00384,24082940,28,santa fe,44,autonomo,20,247409,720,256960,2,0,hogar,2,161471,0,0,0,0,0,0,0,0,0,11,4,1,0,0,bajo,0,train_balanced
CASE-00763,44079746,26,cordoba,13,autonomo,34,418608,380,113629,0,0,lesiones,0,89402,1,0,0,0,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00335,23413553,40,santa fe,15,desempleado,7,39234,463,57103,1,0,lesiones,1,296286,0,0,0,0,0,0,0,0,0,12,4,6,1,0,bajo,0,train_balanced
CASE-00912,43856651,45,salta,22,monotributista,23,65247,795,2212,1,1,hogar,1,106936,0,0,1,0,0,0,0,0,0,7,3,4,0,0,bajo,0,train_balanced
CASE-00417,43189987,56,tucuman,11,desempleado,2,81229,456,242157,1,0,robo,1,195860,0,0,0,0,0,0,1,0,0,4,2,2,0,1,medio,0,train_balanced
CASE-00726,26890801,43,cordoba,46,empleado,28,375337,745,68984,1,1,comercio,2,281683,0,1,0,0,0,0,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00797,35300412,36,salta,38,empleado,28,107358,783,210738,2,1,robo,1,138788,0,0,0,0,0,0,0,0,0,2,1,3,0,0,bajo,0,train_balanced
CASE-00314,44129452,27,salta,17,monotributista,31,62032,705,111164,1,1,lesiones,1,132860,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
